,key,booktitle,crossref,title,year
6565,w2gis/VianaFGOM07,W2GIS,w2gis/2007,PhotoMap - Automatic Spatiotemporal Annotation for Mobile Photos.,2007
6566,w2gis/LeiH06,W2GIS,w2gis/2006,The Web Integration of the GPS+GPRS+GIS Tracking System and Real-Time Monitoring System Based on MAS.,2006
6567,w2gis/BallatoreBW13,W2GIS,w2gis/2013,Grounding Linked Open Data in WordNet: The Case of the OSM Semantic Network.,2013
6568,w2gis/BroringJSK09,W2GIS,w2gis/2009,Semantic Challenges for Sensor Plug and Play.,2009
6569,w2gis/FattoPSVT08,W2GIS,w2gis/2008,Spatial Factors Affecting User's Perception in Map Simplification: An Empirical Analysis.,2008
6570,w2gis/GalD13,W2GIS,w2gis/2013,Dynamic Objects Effect on Visibility Analysis in 3D Urban Environments.,2013
6571,w2gis/DoyleHWBW04,W2GIS,w2gis/2004,Developing Non-proprietary Personalized Maps for Web and Mobile Environments.,2004
6572,w2gis/ChangL04,W2GIS,w2gis/2004,VRML-Based 3D Collaborative GIS: A Design Perspective.,2004
6573,w2gis/KimZKK09,W2GIS,w2gis/2009,Moving Phenomenon: Aggregation and Analysis of Geotime-Tagged Contents on the Web.,2009
6574,w2gis/WinterW08,W2GIS,w2gis/2008,Towards a Conceptual Model of Talking to a Route Planner.,2008
6575,w2gis/CaoHL14,W2GIS,w2gis/2014,A Study of Users' Movements Based on Check-In Data in Location-Based Social Networks.,2014
6576,w2gis/RadaelliMJ14,W2GIS,w2gis/2014,Using Cameras to Improve Wi-Fi Based Indoor Positioning.,2014
6577,w2gis/AhnYJL05,W2GIS,w2gis/2005,Location Polling Algorithm for Alerting Service Based on Location.,2005
6578,w2gis/DengZ04,W2GIS,w2gis/2004,Expansion-Based Algorithms for Finding Single Pair Shortest Path on Surface.,2004
6579,w2gis/SafraKSD06,W2GIS,w2gis/2006,Integrating Data from Maps on the World-Wide Web.,2006
6580,w2gis/MathivannanSSAB19,W2GIS,w2gis/2019,A Dynamic Weighted Trilateration Algorithm for Indoor Localization Using Dual-Band WiFi.,2019
6581,w2gis/CerasuoloCL12,W2GIS,w2gis/2012,Visualization with a New Visual Metaphor for Hierarchical and Stratified Temporal Domain.,2012
6582,w2gis/NurminenKV10,W2GIS,w2gis/2010,HYDROSYS - A Mixed Reality Platform for On-Site Visualization of Environmental Data.,2011
6583,w2gis/Zhang04,W2GIS,w2gis/2004,Labeling Dense Maps for Location-Based Services.,2004
6584,w2gis/KajiA08,W2GIS,w2gis/2008,Location-Aware Reminders with Personal Life Content on Place-Enhanced Blogs.,2008
6585,w2gis/MartinoKR19,W2GIS,w2gis/2019,Predicting the Spatial Impact of Planned Special Events.,2019
6586,w2gis/KimKLJ04,W2GIS,w2gis/2004,Web Services Framework for Geo-spatial Services.,2004
6587,w2gis/McArdlePRC12,W2GIS,w2gis/2012,Recommendations Based on Region and Spatial Profiles.,2012
6588,w2gis/Storandt18,W2GIS,w2gis/2018,Region-Aware Route Planning.,2018
6589,w2gis/KimPKP06,W2GIS,w2gis/2006,A Management System of Street Trees by Using RFID.,2006
6590,w2gis/AlmerSSSL06,W2GIS,w2gis/2006,A Tourism Information System for Rural Areas Based on a Multi Platform Concept.,2006
6591,w2gis/BrisaboaLPP17,W2GIS,w2gis/2017,Semantic Trajectories in Mobile Workforce Management Applications.,2017
6592,w2gis/WeitkamperB07,W2GIS,w2gis/2007,XFormsGI - Extending XForms for Geospatial and Sensor Data.,2007
6593,w2gis/KobayashiKS10,W2GIS,w2gis/2010,,2011
6594,w2gis/KimHKH06,W2GIS,w2gis/2006,TMOM: A Moving Object Main Memory-Based DBMS for Telematics Services.,2006
6595,w2gis/AydinGCT12,W2GIS,w2gis/2012,ARCAMA-3D - A Context-Aware Augmented Reality Mobile Platform for Environmental Discovery.,2012
6596,w2gis/BoysenHLX14,W2GIS,w2gis/2014,A Journey from IFC Files to Indoor Navigation.,2014
6597,w2gis/AhnLP06,W2GIS,w2gis/2006,Web-Based Cluster Analysis for the Time-Series Signature of Local Spatial Association.,2006
6598,w2gis/AsproneMF18,W2GIS,w2gis/2018,Improving Sensing Coverage of Probe Vehicles with Probabilistic Routing.,2018
6599,w2gis/CortinasLR18,W2GIS,w2gis/2018,Storing and Clustering Large Spatial Datasets Using Big Data Technologies.,2018
6600,w2gis/BeraC05,W2GIS,w2gis/2005,Connectivity Inferences over the Web for the Analysis of Semantic Networks.,2005
6601,w2gis/EdwardesP07,W2GIS,w2gis/2007,A Theoretical Grounding for Semantic Descriptions of Place.,2007
6602,w2gis/ParkJK04,W2GIS,w2gis/2004,Intrusion Detection System for Securing Geographical Information System Web Servers.,2004
6603,w2gis/QianSO13,W2GIS,w2gis/2013,The Impact of Spatial Resolution and Representation on Human Mobility Predictability.,2013
6604,w2gis/WeiSW15,W2GIS,w2gis/2015,A Web-Based Steam Assisted Gravity Drainage (SAGD) Data Visualization and Analytical System.,2015
6605,w2gis/SwanAWJ07,W2GIS,w2gis/2007,Automated Schematization for Web Service Applications.,2007
6606,w2gis/ZaamoutO13,W2GIS,w2gis/2013,A Strategy for Optimizing a Multi-site Query in a Distributed Spatial Database.,2013
6607,w2gis/DijkH13,W2GIS,w2gis/2013,A Probabilistic Model for Road Selection in Mobile Maps.,2013
6608,w2gis/SimonFA06,W2GIS,w2gis/2006,Beyond Location Based - The Spatially Aware Mobile Phone.,2006
6609,w2gis/PfoserEHKV09,W2GIS,w2gis/2009,Providing Universal Access to History Textbooks: A Modified GIS Case.,2009
6610,w2gis/BeilschmidtFMS17,W2GIS,w2gis/2017,Quality Measures for Visual Point Clustering in Geospatial Mapping.,2017
6611,w2gis/LiYSLXHL13,W2GIS,w2gis/2013,A High Performance Web-Based System for Analyzing and Visualizing Spatiotemporal Data for Climate Studies.,2013
6612,w2gis/ChoC05,W2GIS,w2gis/2005,The Effect of Resident-Perceived Neighborhood Boundary on the Equity of Public Parks Distribution: Using GIS.,2005
6613,w2gis/KardiZA18,W2GIS,w2gis/2018,Hierarchical Routing Techniques in Wireless Sensor Networks.,2018
6614,w2gis/LuoSBL18,W2GIS,w2gis/2018,Using the Internet of Things to Monitor Human and Animal Uses of Industrial Linear Features.,2018
6615,w2gis/KimKL19,W2GIS,w2gis/2019,How to Extend IndoorGML for Seamless Navigation Between Indoor and Outdoor Space.,2019
6616,w2gis/FollinBBS05,W2GIS,w2gis/2005,An Increment Based Model for Multi-resolution Geodata Management in a Mobile System.,2005
6617,w2gis/EdwardesBDPW05,W2GIS,w2gis/2005,Geo-Enabling Spatially Relevant Data for Mobile Information Use and Visualisation.,2005
6618,w2gis/KimKGL04,W2GIS,w2gis/2004,Location-Based Tour Guide System Using Mobile GIS and Web Crawling.,2004
6619,w2gis/GrossoBM09,W2GIS,w2gis/2009,Data Integration GeoService: A First Proposed Approach Using Historical Geographic Data.,2009
6620,w2gis/StojanovicDP05,W2GIS,w2gis/2005,Incremental Evaluation of Continuous Range Queries over Objects Moving on Known Network Paths.,2005
6621,w2gis/CinqueEF12,W2GIS,w2gis/2012,Leveraging Power of Transmission for Range-Free Localization of Tiny Sensors.,2012
6622,w2gis/HegartyC05,W2GIS,w2gis/2005,SAMATS - Triangle Grouping and Structure Recovery for 3D Building Modeling and Visualization.,2005
6623,w2gis/LeeK07,W2GIS,w2gis/2007,A Continuous Spatial Query Processing for Push-Based Geographic Web Search Systems.,2007
6624,w2gis/KwonK04,W2GIS,w2gis/2004,Mobile SeoulSearch: A Web-Based Mobile Regional Information Retrieval System Utilizing Location Information.,2004
6625,w2gis/GuoLLWG13,W2GIS,w2gis/2013,A Data-Driven Approach for Convergence Prediction on Road Network.,2013
6626,w2gis/JacobZCMW09,W2GIS,w2gis/2009,Campus Guidance System for International Conferences Based on OpenStreetMap.,2009
6627,w2gis/IngensandG10,W2GIS,w2gis/2010,Remote-Evaluation of User Interaction with WebGIS.,2011
6628,w2gis/WangPYKSA17,W2GIS,w2gis/2017,Visualization of Spatio-Temporal Events in Geo-Tagged Social Media.,2017
6629,w2gis/SibaiCCDB18,W2GIS,w2gis/2018,An In-depth Analysis of CUSUM Algorithm for the Detection of Mean and Variability Deviation in Time Series.,2018
6630,w2gis/PetitRC06,W2GIS,w2gis/2006,A Contextual Approach for the Development of GIS: Application to Maritime Navigation.,2006
6631,w2gis/YiH07,W2GIS,w2gis/2007,Modeling Environmental Process Using Semantic Geospatial Web Service.,2007
6632,w2gis/FunkeSSS15,W2GIS,w2gis/2015,Compass-Based Navigation in Street Networks.,2015
6633,w2gis/AoidhWB09,W2GIS,w2gis/2009,A Study of Spatial Interaction Behaviour for Improved Delivery of Web-Based Maps.,2009
6634,w2gis/Coast10,W2GIS,w2gis/2010,How OpenStreetMap Is Changing the World.,2011
6635,w2gis/Martins10,W2GIS,w2gis/2010,Delimiting Imprecise Regions with Georeferenced Photos and Land Coverage Data.,2011
6636,w2gis/BragaTBM12,W2GIS,w2gis/2012,Clustering User Trajectories to Find Patterns for Social Interaction Applications.,2012
6637,w2gis/MataC10,W2GIS,w2gis/2010,"GeoST: Geographic, Thematic and Temporal Information Retrieval from Heterogeneous Web Data Sources.",2011
6638,w2gis/WuHT05,W2GIS,w2gis/2005,Adaptive Path Finding for Moving Objects.,2005
6639,w2gis/NetoSFMM15,W2GIS,w2gis/2015,G2P: A Partitioning Approach for Processing DBSCAN with MapReduce.,2015
6640,w2gis/MuraseYT15,W2GIS,w2gis/2015,On-Demand Generalization of Guide Maps with Road Networks and Category-Based Web Search Results.,2015
6641,w2gis/LacastaNMZ07,W2GIS,w2gis/2007,Thematic Clustering of Geographic Resource Metadata Collections.,2007
6642,w2gis/YangC05,W2GIS,w2gis/2005,A Hybrid Approach for Spatial Web Personalization.,2005
6643,w2gis/OsmanTYC06,W2GIS,w2gis/2006,Semantic Spatial Web Services with Case-Based Reasoning.,2006
6644,w2gis/YamamotoOT09,W2GIS,w2gis/2009,Wired Fisheye Lens: A Motion-Based Improved Fisheye Interface for Mobile Web Map Services.,2009
6645,w2gis/YinC10,W2GIS,w2gis/2010,,2011
6646,w2gis/KomarkovaVN07,W2GIS,w2gis/2007,Heuristic Evaluation of Usability of GeoWeb Sites.,2007
6647,w2gis/NoakiA04,W2GIS,w2gis/2004,A Geocoding Method for Natural Route Descriptions Using Sidewalk Network Databases.,2004
6648,w2gis/TezukaKT08,W2GIS,w2gis/2008,Estimation of Geographic Relevance for Web Objects Using Probabilistic Models.,2008
6649,w2gis/FilonenkoCC12,W2GIS,w2gis/2012,Asynchronous Ultrasonic Trilateration for Indoor Positioning of Mobile Phones.,2012
6650,w2gis/BrisaboaCLP17,W2GIS,w2gis/2017,Creating Web-Based GIS Applications Using Automatic Code Generation Techniques.,2017
6651,w2gis/WinterT06,W2GIS,w2gis/2006,A Modular Neural Network Approach to Improve Map-Matched GPS Positioning.,2006
6652,w2gis/Watanabe19,W2GIS,w2gis/2019,A Proposal of Distributed Occupancy Grid Map on Block Chain Network.,2019
6653,w2gis/LiCCCY19,W2GIS,w2gis/2019,An Iterative Two-Step Approach to Area Delineation.,2019
6654,w2gis/AntoniouMH09,W2GIS,w2gis/2009,Tiled Vectors: A Method for Vector Transmission over the Web.,2009
6655,w2gis/LuacesBPV04,W2GIS,w2gis/2004,A Generic Framework for GIS Applications.,2004
6656,w2gis/HeW19,W2GIS,w2gis/2019,Location-Aware QoE-Driven Wireless Relay Deployment for Energy Efficient Multimedia Communications.,2019
6657,w2gis/LiTKW06,W2GIS,w2gis/2006,Prediction of GPS Multipath Effect Using LiDAR Digital Surface Models and Building Footprints.,2006
6658,w2gis/LerinYT12,W2GIS,w2gis/2012,Making a Pictorial and Verbal Travel Trace from a GPS Trace.,2012
6659,w2gis/FunkeS17,W2GIS,w2gis/2017,Automatic Tag Enrichment for Points-of-Interest in Open Street Map.,2017
6660,w2gis/MalekF06,W2GIS,w2gis/2006,A Mobile Computing Approach for Navigation Purposes.,2006
6661,w2gis/Zagal-FloresFC18,W2GIS,w2gis/2018,"From What and When Happen, to Why Happen in Air Pollution Using Open Big Data.",2018
6662,w2gis/BertrandBCDR07,W2GIS,w2gis/2007,Web Architecture for Monitoring and Visualizing Mobile Objects in Maritime Contexts.,2007
6663,w2gis/MiaoGWWY19,W2GIS,w2gis/2019,Continuous Nearest Neighbor Query with the Direction Constraint.,2019
6664,w2gis/KangKL06,W2GIS,w2gis/2006,Indexing Moving Objects on Road Networks in P2P and Broadcasting Environments.,2006
6665,w2gis/TakerngsaksiriW19,W2GIS,w2gis/2019,City Link: Finding Similar Areas in Two Cities Using Twitter Data.,2019
6666,w2gis/HaddadZACLG09,W2GIS,w2gis/2009,Towards an Integration of Space and Accessibility in Web Personalization.,2009
6667,w2gis/TaylorLKW05,W2GIS,w2gis/2005,Surface Modelling for GPS Satellite Visibility.,2005
6668,w2gis/MironGOM07,W2GIS,w2gis/2007,Towards the Geo-spatial Querying of the Semantic Web with ONTOAST.,2007
6669,w2gis/MataJC10,W2GIS,w2gis/2010,A Mobile Navigation and Orientation System for Blind Users in a Metrobus Environment.,2011
6670,w2gis/WolfsonXYR05,W2GIS,w2gis/2005,Resource Discovery Using Spatio-temporal Information in Mobile Ad-Hoc Networks.,2005
6671,w2gis/KarimiCR06,W2GIS,w2gis/2006,A Methodology for Predicting Performances of Map-Matching Algorithms.,2006
6672,w2gis/ParkSH04,W2GIS,w2gis/2004,Broadcasting and Prefetching Schemes for Location Dependent Information Services.,2004
6673,w2gis/WuerschC05,W2GIS,w2gis/2005,Refined Route Instructions Using Topological Stages of Closeness.,2005
6674,w2gis/LeeAP05,W2GIS,w2gis/2005,Design of Query Language for Location-Based Services.,2005
6675,w2gis/OliveiraCBB15,W2GIS,w2gis/2015,Leveraging VGI for Gazetteer Enrichment: A Case Study for Geoparsing Twitter Messages.,2015
6676,w2gis/ZhongKSD15,W2GIS,w2gis/2015,Spatial Interpolation of Streaming Geosensor Network Data in the RISER System.,2015
6677,w2gis/BucherBJR07,W2GIS,w2gis/2007,The Need for Web Legend Services.,2007
6678,w2gis/OkuH10,W2GIS,w2gis/2010,Investigation of Recommendation Method Considering Region-Restrictedness of Spots.,2011
6679,w2gis/FunkeSS17,W2GIS,w2gis/2017,URAN: A Unified Data Structure for Rendering and Navigation.,2017
6680,w2gis/KangL05,W2GIS,w2gis/2005,A Framework for Dynamic Updates of Map Data in Mobile Devices.,2005
6681,w2gis/CutugnoLMR12,W2GIS,w2gis/2012,Speech and Multimodal Interaction in Mobile GIS Search: A Case of Study.,2012
6682,w2gis/RooneyGC07,W2GIS,w2gis/2007,Wireless Positioning Techniques - A Developers Update.,2007
6683,w2gis/MoisucGDM06,W2GIS,w2gis/2006,Designing Adaptive Spatio-temporal Information Systems for Natural Hazard Risks with ASTIS.,2006
6684,w2gis/ShenCG08,W2GIS,w2gis/2008,Sensor Web Oriented Web-Based GIS.,2008
6685,w2gis/VourosVSDPGTPAA18,W2GIS,w2gis/2018,"Increasing Maritime Situation Awareness via Trajectory Detection, Enrichment and Recognition of Events.",2018
6686,w2gis/DufilieG14,W2GIS,w2gis/2014,Feathered Tiles with Uniform Payload Size for Progressive Transmission of Vector Data.,2014
6687,w2gis/ZiebelinHGB17,W2GIS,w2gis/2017,Heterogeneous Data Integration Using Web of Data Technologies.,2017
6688,w2gis/Funke19,W2GIS,w2gis/2019,Identifying Preferred Areas in Road Networks.,2019
6689,w2gis/ChiaraFSTV12,W2GIS,w2gis/2012,Tag@Map: A Web-Based Application for Visually Analyzing Geographic Information through Georeferenced Tag Clouds.,2012
6690,w2gis/KwakJK05,W2GIS,w2gis/2005,Web GIS Management and Risk Evaluation of a Road Slope Using a Terrestrial LiDAR.,2005
6691,w2gis/ZhouB05,W2GIS,w2gis/2005,Efficiently Generating Multiple Representations for Web Mapping.,2005
6692,w2gis/GrossniklausNSW06,W2GIS,w2gis/2006,Putting Location-Based Services on the Map.,2006
6693,w2gis/BallatoreB10,W2GIS,w2gis/2010,Semantically Enriching VGI in Support of Implicit Feedback Analysis.,2011
6694,w2gis/CaduffE05,W2GIS,w2gis/2005,Geo-Mobile Queries: Sketch-Based Queries in Mobile GIS-Environments.,2005
6695,w2gis/MartinoFMP09,W2GIS,w2gis/2009,Automatic Generation of an Adaptive WebGIS.,2009
6696,w2gis/KimYL14,W2GIS,w2gis/2014,Integrating IndoorGML and CityGML for Indoor Space.,2014
6697,w2gis/JaliliHS18,W2GIS,w2gis/2018,Extraction of Usage Patterns for Land-Use Types by Pedestrian Trajectory Analysis.,2018
6698,w2gis/MaervoetBVCB13,W2GIS,w2gis/2013,Tour Suggestion for Outdoor Activities.,2013
6699,w2gis/YueDYYZ06,W2GIS,w2gis/2006,Path Planning for Chaining Geospatial Web Services.,2006
6700,w2gis/HiroseHS07,W2GIS,w2gis/2007,GeminiMap - Geographical Enhanced Map Interface for Navigation on the Internet.,2007
6701,w2gis/LiFWFL14,W2GIS,w2gis/2014,ReSDaP: A Real-Time Data Provision System Architecture for Sensor Webs.,2014
6702,w2gis/MaslovWTC17,W2GIS,w2gis/2017,Offshore Wind Turbines Visual Impact Estimation.,2017
6703,w2gis/BoucelmaC04,W2GIS,w2gis/2004,Mediation for Online Geoservices.,2004
6704,w2gis/NoelVGQ17,W2GIS,w2gis/2017,Design Patterns for Modelling Life Trajectories in the Semantic Web.,2017
6705,w2gis/HuangLG08,W2GIS,w2gis/2008,SVG-Based Spatial Information Representation and Analysis.,2008
6706,w2gis/TezukaT05,W2GIS,w2gis/2005,Trajectory-Based Presentation of Heterogeneous Spatio-temporal Content.,2005
6707,w2gis/YinC12,W2GIS,w2gis/2012,Effects of Variations in 3D Spatial Search Techniques on Mobile Query Speed vs. Accuracy.,2012
6708,w2gis/KimLSASWZ14,W2GIS,w2gis/2014,Key Frame Selection Algorithms for Automatic Generation of Panoramic Images from Crowdsourced Geo-tagged Videos.,2014
6709,w2gis/PetitCRC08,W2GIS,w2gis/2008,A Design Process for the Development of an Interactive and Adaptive GIS.,2008
6710,w2gis/RezelL10,W2GIS,w2gis/2010,A Folksonomy-Based Recommendation System for the Sensor Web.,2011
6711,w2gis/TahirMB13,W2GIS,w2gis/2013,Comparing Close Destination and Route-Based Similarity Metrics for the Analysis of Map User Trajectories.,2013
6712,w2gis/Xie10,W2GIS,w2gis/2010,Build Intelligence from the Physical World.,2011
6713,w2gis/KarimiZB13,W2GIS,w2gis/2013,Personalized Accessibility Maps (PAMs) for Communities with Special Needs.,2013
6714,w2gis/MullerMV14,W2GIS,w2gis/2014,Trajectory Aggregation for a Routable Map.,2014
6715,w2gis/FangLXTWZP08,W2GIS,w2gis/2008,Online Generation and Dissemination of Disaster Information Based on Satellite Remote Sensing Data.,2008
6716,w2gis/Patroumpas15,W2GIS,w2gis/2015,Spatial Selectivity Estimation for Web Searching.,2015
6717,w2gis/GomezIC18,W2GIS,w2gis/2018,Application of the KDD Process for the Visualization of Integrated Geo-Referenced Textual Data from the Pre-processing Phase.,2018
6718,w2gis/KimHL04,W2GIS,w2gis/2004,Arrival Time Dependent Shortest Path by On-Road Routing in Mobile Ad-Hoc Network.,2004
6719,w2gis/PaolinoSTV07,W2GIS,w2gis/2007,Framy- Visualizing Spatial Query Results on Mobile Interfaces.,2007
6720,w2gis/BockMS19,W2GIS,w2gis/2019,What Is the Impact of On-street Parking Information for Drivers?,2019
6721,w2gis/WeakliamLDBW05,W2GIS,w2gis/2005,Delivering Personalized Context-Aware Spatial Information to Mobile Devices.,2005
6722,w2gis/BaeAKNS07,W2GIS,w2gis/2007,Supporting Range Queries on Web Data Using k-Nearest Neighbor Search.,2007
6723,w2gis/Zipf05,W2GIS,w2gis/2005,Using Styled Layer Descriptor (SLD) for the Dynamic Generation of User- and Context-Adaptive Mobile Maps - A Technical Framework.,2005
6724,w2gis/LeeKJK05,W2GIS,w2gis/2005,A Design of Telematics Application Framework on Ubiquitous Sensor Networks.,2005
6725,w2gis/LerinYT10,W2GIS,w2gis/2010,Inferring and Focusing Areas of Interest from GPS Traces.,2011
6726,w2gis/LorenzOS06,W2GIS,w2gis/2006,A Hybrid Spatial Model for Representing Indoor Environments.,2006
6727,w2gis/Bellur14,W2GIS,w2gis/2014,On Parallelizing Large Spatial Queries Using Map-Reduce.,2014
6728,w2gis/YunKHH05,W2GIS,w2gis/2005,Development of an Embedded Spatial MMDBMS for Spatial Mobile Devices.,2005
6729,w2gis/FontelesNMVA13,W2GIS,w2gis/2013,An Adaptive Context Acquisition Framework to Support Mobile Spatial and Context-Aware Applications.,2013
6730,w2gis/McArdleDSM13,W2GIS,w2gis/2013,Interpreting Pedestrian Behaviour by Visualising and Clustering Movement Data.,2013
6731,w2gis/YueGD08,W2GIS,w2gis/2008,Automatic Transformation from Semantic Description to Syntactic Specification for Geo-Processing Service Chains.,2008
6732,w2gis/TezukaT04,W2GIS,w2gis/2004,Temporal and Spatial Attribute Extraction from Web Documents and Time-Specific Regional Web Search System.,2004
6733,w2gis/MisevRB12,W2GIS,w2gis/2012,A Semantic Resolver for Coordinate Reference Systems.,2012
6734,w2gis/BallatoreWB12,W2GIS,w2gis/2012,A Holistic Semantic Similarity Measure for Viewports in Interactive Maps.,2012
6735,w2gis/RedouteySJRC08,W2GIS,w2gis/2008,Efficient Vessel Tracking with Accuracy Guarantees.,2008
6736,w2gis/GuanZC06,W2GIS,w2gis/2006,GeoComputation in the Grid Computing Age.,2006
6737,w2gis/LimHC05,W2GIS,w2gis/2005,The Self-relocating Index Scheme for Telematics GIS.,2005
6738,w2gis/PlumejeaudVGBMGBG08,W2GIS,w2gis/2008,HyperSmooth: A System for Interactive Spatial Analysis Via Potential Maps.,2008
6739,w2gis/GabillonC12,W2GIS,w2gis/2012,Enforcing Protection Mechanisms for Geographic Data.,2012
6740,w2gis/WakamiyaBBLKSC15,W2GIS,w2gis/2015,Measuring Crowd Mood in City Space Through Twitter.,2015
6741,w2gis/KimH04,W2GIS,w2gis/2004,A Progressive Reprocessing Transaction Model for Updating Spatial Data in Mobile Computing Environments.,2004
