key,title,year,crossref
tcci/Freixas18,An Equivalent Formulation for the Shapley Value.,2018,tcci/2018-31
tcci/SinghMXSR18,Hiring Expert Consultants in E-Healthcare: An Analytics-Based Two Sided Matching Approach.,2018,tcci/2018-30
tcci/MaioFLTTV15,Management and Computer Science Synergies: A Theoretical Framework for Context Sensitive Simulation Environment.,2015,tcci/2015-19
tcci/Barbucha13,Experimental Study of the Population Parameters Settings in Cooperative Multi-agent System Solving Instances of the VRP.,2013,tcci/2013-9
tcci/QinO13,Ideal Chaotic Pattern Recognition Is Achievable: The Ideal-M-AdNN - Its Design and Properties.,2013,tcci/2013-11
tcci/AbdulrahmanNHRL13,Data Extraction from Online Social Networks Using Application Programming Interface in a Multi Agent System Approach.,2013,tcci/2013-11
tcci/MercikR17,The Effect of Brexit on the Balance of Power in the European Union Council: An Approach Based on Pre-coalitions.,2017,tcci/2017-27
tcci/ChohraBM13,Time and Personality Based Behaviors under Cognitive Approach to Control the Negotiation Process with Incomplete Information.,2013,tcci/2013-12
tcci/NishizakiHH13,Agent-Based Simulation Analysis for Equilibrium Selection and Coordination Failure in Coordination Games Characterized by the Minimum Strategy.,2013,tcci/2013-9
tcci/PrzybyszewskiS18,Comparing Results of Voting by Statistical Rank Tests.,2018,tcci/2018-31
tcci/LorkiewiczKK12,Individual Semiosis in Multi-Agent Systems.,2012,tcci/2012-7
tcci/OrlowskiZOKSP16b,Designing Aggregate KPIs as a Method of Implementing Decision-Making Processes in the Management of Smart Cities.,2016,tcci/2016-25
tcci/Lloyd-KellyGL15,A Question of Balance - The Benefits of Pattern-Recognition When Solving Problems in a Complex Domain.,2015,tcci/2015-20
tcci/TomfordeKMBS18,Comparing the Effects of Disturbances in Self-adaptive Systems - A Generalised Approach for the Quantification of Robustness.,2018,tcci/2018-28
tcci/ByrskiSS13,Markov Chain Based Analysis of Agent-Based Immunological System.,2013,tcci/2013-10
tcci/CalzarossaVMNT19,A Methodological Approach for Time Series Analysis and Forecasting of Web Dynamics.,2019,tcci/2019-33
tcci/DinhA14,Recent Advances in DC Programming and DCA.,2014,tcci/2014-13
tcci/PiskorskiTAGZ11,Online News Event Extraction for Global Crisis Surveillance.,2011,tcci/2011-5
tcci/ChaoucheFIS14,A Higher-Order Agent Model with Contextual Planning Management for Ambient Systems.,2014,tcci/2014-16
tcci/Heudin18,An Emotional Multi-personality Architecture for Intelligent Conversational Agents.,2018,tcci/2018-28
tcci/FortinoRR12,Engineering Multi-Agent Systems through Statecharts-Based JADE Agents and Tools.,2012,tcci/2012-7
tcci/Nalepa11,Loki - Semantic Wiki with Logical Knowledge Representation.,2011,tcci/2011-3
tcci/XuNTS15,Developing Embodied Agents for Education Applications with Accurate Synchronization of Gesture and Speech.,2015,tcci/2015-20
tcci/Rybakov11,Inference Rules in Multi-agents' Temporal Logics.,2011,tcci/2011-4
tcci/SimonovaPK15,Reflection of Intelligent E-Learning/Tutoring - The Flexible Learning Model in LMS Blackboard.,2015,tcci/2015-18
tcci/Capkovic11,Cooperation of Agents Based on Methods of DES Supervising and Control.,2011,tcci/2011-3
tcci/SzymanezykDD12,Agent-Based Crowd Simulation in Airports Using Games Technology.,2012,tcci/2012-8
tcci/MaleszkaN12,Approximate Algorithms for Solving O1 Consensus Problems Using Complex Tree Structure.,2012,tcci/2012-8
tcci/TianYCM11,Image Edge Detection Using Variation-Adaptive Ant Colony Optimization.,2011,tcci/2011-5
tcci/KivWK12,Agent-Driven Integration Architecture for Component-Based Software Development.,2012,tcci/2012-8
tcci/Cybulka10,Fuel Crime Conceptualization through Specialization of Ontology for Investigation Management System.,2010,tcci/2010-2
tcci/BehzadAHGK19,Performance Optimization in IoT-Based Next-Generation Wireless Sensor Networks.,2019,tcci/2019-33
tcci/KacprzakKTBGLR11,Using the Perseus System for Modelling Epistemic Interactions.,2011,tcci/2011-5
tcci/PastuszakO13,Model of Rules for IT Organization Evolution.,2013,tcci/2013-9
tcci/RamseyKB18,Diffusion of Electric Vehicles: An Agent-Based Modelling Approach.,2018,tcci/2018-31
tcci/CarfiDG17,Kalai-Smorodinsky Balances for N-Tuples of Interfering Elements.,2017,tcci/2017-27
tcci/HuangC11,A Study of Probability Collectives Multi-agent Systems on Optimization and Robustness.,2011,tcci/2011-4
tcci/TabakovFAQ18,Bionic Hand Control in Real-Time Based on Electromyography Signal Analysis.,2018,tcci/2018-29
tcci/VinhA16,Two Novel Techniques to Improve MDL-Based Semi-Supervised Classification of Time Series.,2016,tcci/2016-25
tcci/JonkerSTWW10,The Living Cell as a Multi-agent Organisation: A Compositional Organisation Model of Intracellular Dynamics.,2010,tcci/2010-1
tcci/BennajehBSA18,A Fuzzy Logic-Based Anticipation Car-Following Model.,2018,tcci/2018-30
tcci/VesyropoulosGP18,An Approach for Web Service Selection and Dynamic Composition Based on Linked Open Data.,2018,tcci/2018-30
tcci/AdanhounmeDA12,Neural Smooth Function Approximation and Prediction with Adaptive Learning Rate.,2012,tcci/2012-7
tcci/OrlowskiZOKSP16,High-Level Model for the Design of KPIs for Smart Cities Systems.,2016,tcci/2016-25
tcci/JascanuJB12,Formalizing Emotional E-Commerce Agents for a Simple Negotiation Protocol.,2012,tcci/2012-7
tcci/IvanovicIVB18,Fault-Tolerance in XJAF Agent Middleware.,2018,tcci/2018-30
tcci/JaffaliAJH15,GLIO: A New Method for Grouping Like-Minded Users.,2015,tcci/2015-18
tcci/Mazalov18,Comparing Game-Theoretic and Maximum Likelihood Approaches for Network Partitioning.,2018,tcci/2018-31
tcci/Malawski17,A Note on Positions and Power of Players in Multicameral Voting Games.,2017,tcci/2017-27
tcci/ZargayounaZ12,Fleet Organization Models for Online Vehicle Routing Problems.,2012,tcci/2012-7
tcci/EmaniSFG16,Improving Open Information Extraction for Semantic Web Tasks.,2016,tcci/2016-21
tcci/CuiHLX15,Bidirectional Analysis Method of Static XSS Defect Detection Technique Based On Database Query Language.,2015,tcci/2015-19
tcci/LabidiCB18,Linguistic Rules for Ontology Population from Customer Request.,2018,tcci/2018-30
tcci/ZhouDC17,What's New? Analysing Language-Specific Wikipedia Entity Contexts to Support Entity-Centric News Retrieval.,2017,tcci/2017-26
tcci/PalettaH10,An Awareness-Based Learning Model to Deal with Service Collaboration in Cloud Computing.,2010,tcci/2010-1
tcci/KohanaSKO19,File Assignment Control for a Web System of Contents Categorization.,2019,tcci/2019-33
tcci/FridHKMMS16,The Existence of Two Variant Processes in Human Declarative Memory: Evidence Using Machine Learning Classification Techniques in Retrieval Tasks.,2016,tcci/2016-24
tcci/OrlowskiZOKSP16d,Model of an Integration Bus of Data and Ontologies of Smart Cities Processes.,2016,tcci/2016-25
tcci/RossiCB18,An Altruistic-Based Utility Function for Group Recommendation.,2018,tcci/2018-28
tcci/Otamendi13,Decision Support Simulation System Based on Synchronous Manufacturing.,2013,tcci/2013-10
tcci/MontazeryW18,A New Approach for Learning User Preferences for a Ridesharing Application.,2018,tcci/2018-28
tcci/ZacharaMP13,Simulation of Customers Behaviour as a Method for Explaining Certain Market Characteristic.,2013,tcci/2013-9
tcci/HofstedeJV10,A Cross-Cultural Multi-agent Model of Opportunism in Trade.,2010,tcci/2010-2
tcci/GavalecN18,Queue Lengths Management for Deterministic Queuing Systems.,2018,tcci/2018-29
tcci/WauteletKK11,An Iterative Process for Component-Based Software Development Centered on Agents.,2011,tcci/2011-5
tcci/KonradyST16,L2 Designer - A Tool for Genetic L-system Programming in Context of Generative Art.,2016,tcci/2016-24
tcci/NguyenS12,Paraconsistent Reasoning for Semantic Web Agents.,2012,tcci/2012-6
tcci/DabbechiNBH18,DWIaaS: Data Warehouse Infrastructure as a Service for Big Data Analytics.,2018,tcci/2018-30
tcci/TanLZF15,Quantum Information Splitting Based on Entangled States.,2015,tcci/2015-19
tcci/Capkovic13,Modelling Evacuation at Crisis Situations by Petri Net-Based Supervision.,2013,tcci/2013-12
tcci/ChohraM18,"Biological Regulation and Psychological Mechanisms Models of Adaptive Decision-Making Behaviors: Drives, Emotions, and Personality.",2018,tcci/2018-29
tcci/ResconiH12,Introduction to Active Sets and Unification.,2012,tcci/2012-8
tcci/DawoudSR19,Unsupervised Deep Learning for Software Defined Networks Anomalies Detection.,2019,tcci/2019-33
tcci/WelshBSW14,Self-Explanation in Adaptive Systems Based on Runtime Goal-Based Models.,2014,tcci/2014-16
tcci/HorvatGB10,Ontology-Based Administration of Web Directories.,2010,tcci/2010-1
tcci/HoangNH14,An Ontological Consensus Augmented Framework for Collaborative Business Process Formulation.,2014,tcci/2014-16
tcci/IvanovicB15,Agreements Technologies - Towards Sophisticated Software Agents in Multi-agent Environments.,2015,tcci/2015-18
tcci/Hayashi18,Evaluating Task-Allocation Strategies for Emergency Repair in MAS.,2018,tcci/2018-28
tcci/DuolikunE019,Static and Dynamic Group Migration Algorithms of Virtual Machines to Reduce Energy Consumption of a Server Cluster.,2019,tcci/2019-33
tcci/CaoNS14,The Web Ontology Rule Language OWL 2 RL + and Its Extensions.,2014,tcci/2014-13
tcci/LihuHL13,Particle Swarm Optimization with Disagreements on Stagnation.,2013,tcci/2013-12
tcci/BoryczkaJ13,Differential Evolution as a New Method of Computing Nash Equilibria.,2013,tcci/2013-9
tcci/IfrimKWPMC17,Scientific Footprints in Digital Libraries.,2017,tcci/2017-26
tcci/JbeliSA18,TCTL,2018,tcci/2018-30
tcci/Cardoso15,SAJaS: Enabling JADE-Based Simulations.,2015,tcci/2015-20
tcci/Godlewska12,Agent System for Managing Distributed Mobile Interactive Documents in Knowledge-Based Organizations.,2012,tcci/2012-6
tcci/FreixasP17,Preorders in Simple Games.,2017,tcci/2017-27
tcci/Chiu13,Applying IPC-Based Clustering and Link Analysis to Patent Analysis on Thin-Film Solar Cell.,2013,tcci/2013-12
tcci/GladyszP17,Group Approximation of Task Duration and Time Buffers in Scrum.,2017,tcci/2017-27
tcci/NguyenS10,Tableaux with Global Caching for Checking Satisfiability of a Knowledge Base in the Description Logic ,2010,tcci/2010-1
tcci/FujitaMFN18,Two-Stage Reinforcement Learning Algorithm for Quick Cooperation in Repeated Games.,2018,tcci/2018-28
tcci/ChohraMK10,Fuzzy Cognitive and Social Negotiation Agent Strategy for Computational Collective Intelligence.,2010,tcci/2010-1
tcci/KrauseHD15,Shape Recognition Through Tactile Contour Tracing - A Simulation Study.,2015,tcci/2015-20
tcci/PiGCL13,Evaluation of Agents Interactions in a Context-Aware System.,2013,tcci/2013-9
tcci/ThabetHG13,A Framework for an Adaptive Grid Scheduling: An Organizational Perspective.,2013,tcci/2013-11
tcci/KacprzykNZ17,Reason vs. Rationality: From Rankings to Tournaments in Individual Choice.,2017,tcci/2017-27
tcci/KotulskiS12,On the Effective Distribution and Maintenance of Knowledge Represented by Complementary Graphs.,2012,tcci/2012-6
tcci/BelhajjameGHY17,Keyword-Based Search of Workflow Fragments and Their Composition.,2017,tcci/2017-26
tcci/BosseT11,Patterns in World Dynamics Indicating Agency.,2011,tcci/2011-3
tcci/JaffryT13,Agent-Based and Population-Based Modeling of Trust Dynamics.,2013,tcci/2013-9
tcci/KubalikAZB16,Hybrid Single Node Genetic Programming for Symbolic Regression.,2016,tcci/2016-24
tcci/UrbanoRO11,A Situation-Aware Computational Trust Model for Selecting Partners.,2011,tcci/2011-5
tcci/Bedkowski13,Cognitive Supervision and Control of Robotic Inspection-Intervention System Using Qualitative Spatio-Temporal Representation and Reasoning.,2013,tcci/2013-9
tcci/DuPN18,An Efficient Parallel Method for Optimizing Concurrent Operations on Social Networks.,2018,tcci/2018-29
tcci/KobayashiM16,Manifold Learning Approach Toward Constructing State Representation for Robot Motion Generation.,2016,tcci/2016-24
tcci/Czarnowski11,Distributed Learning with Data Reduction.,2011,tcci/2011-4
tcci/Husakova18,SWRL-Based Recommendation System for Provision of the First Aid.,2018,tcci/2018-29
tcci/OrlowskiZOKSP16c,Smart Cities System Design Method Based on Case Based Reasoning.,2016,tcci/2016-25
tcci/KaczorKN13,Towards Rule Interoperability: Design of Drools Rule Bases Using the XTT2 Method.,2013,tcci/2013-11
tcci/Kluska-NawareckaWR13,Formalisms and Tools for Knowledge Integration Using Relational Databases.,2013,tcci/2013-12
tcci/FulopKS10,A Different Perspective on a Scale for Pairwise Comparisons.,2010,tcci/2010-1
tcci/TerzoMRCGNC13,Improving Scalability of an Hybrid Infrastructure for E-Science Applications.,2013,tcci/2013-10
tcci/Choros11,Reduction of Faulty Detected Shot Cuts and Cross Dissolve Effects in Video Segmentation Process of Different Categories of Digital Videos.,2011,tcci/2011-5
tcci/FosznerGPMJP14,An Efficient Algorithm for Microarray Probes Re-annotation.,2014,tcci/2014-13
tcci/LeNPPN19,GuruWS: A Hybrid Platform for Detecting Malicious Web Shells and Web Application Vulnerabilities.,2019,tcci/2019-32
tcci/Sosnowska17,Comparison of Voting Methods Used in Some Classical Music Competitions.,2017,tcci/2017-27
tcci/Zakrzewska12,Building Group Recommendations in E-Learning Systems.,2012,tcci/2012-7
tcci/BonidalTG14,Model Selection for the ℓ2-SVM by Following the Regularization Path.,2014,tcci/2014-13
tcci/NakamuraE019,A Flexible Synchronization Protocol to Learn Hidden Topics in P2PPS Systems.,2019,tcci/2019-33
tcci/BergamaschiFGS16,Keyword-Based Search Over Databases: A Roadmap for a Reference Architecture Paired with an Evaluation Framework.,2016,tcci/2016-21
tcci/Recio-GarciaDGS10,Distributed Deliberative Recommender Systems.,2010,tcci/2010-1
tcci/HarelKMW14,Non-intrusive Repair of Safety and Liveness Violations in Reactive Programs.,2014,tcci/2014-16
tcci/Motylska-Kuzma18,Should the Financial Decisions Be Made As Group Decisions?,2018,tcci/2018-31
tcci/KolodziejK13,Data Scheduling in Data Grids and Data Centers: A Short Taxonomy of Problems and Intelligent Resolution Techniques.,2013,tcci/2013-10
tcci/Bolon-CanedoRSA15,Real-Time Tear Film Classification Through Cost-Based Feature Selection.,2015,tcci/2015-20
tcci/Was12,Egress Modeling through Cellular Automata Based Multi-Agent Systems.,2012,tcci/2012-7
tcci/Takahashi12,An Analysis of the Influence of Fundamental Indexing on Financial Markets through Agent-Based Modeling: The Fundamentalist and Fundamental Indexing.,2012,tcci/2012-8
tcci/StangeKN17,Professional Collaborative Information Seeking: Towards Traceable Search and Creative Sensemaking.,2017,tcci/2017-26
tcci/Kubik11,Role of Thesauri in the Information Management in the Web-Based Services and Systems.,2011,tcci/2011-3
tcci/FernandesLMCR16,Dynamic Topologies for Particle Swarms.,2016,tcci/2016-24
tcci/Niewiadomska-Szynkiewicz13,Energy Aware Communication Protocols for Wireless Sensor Networks.,2013,tcci/2013-10
tcci/ZagarO13,Agent Based Optimisation of VoIP Communication.,2013,tcci/2013-11
tcci/DoT15,Massive Classification with Support Vector Machines.,2015,tcci/2015-18
tcci/LiaoWLZQ15,Improved Recommendation System Using Friend Relationship in SNS.,2015,tcci/2015-19
tcci/MissaouiF15,A Preferences Based Approach for Better Comprehension of User Information Needs.,2015,tcci/2015-18
tcci/CottaLVOMCCR16,Application Areas of Ephemeral Computing: A Survey.,2016,tcci/2016-24
tcci/Alor-HernandezAJPRMBG10,HYDRA: A Middleware-Oriented Integrated Architecture for e-Procurement in Supply Chains.,2010,tcci/2010-1
tcci/AouichaTM18,WordNet and Wiktionary-Based Approach for Word Sense Disambiguation.,2018,tcci/2018-29
tcci/ThorissonSW10,The Semantic Web: From Representation to Realization.,2010,tcci/2010-2
tcci/WangMMZ15,Eroca: A Framework for Efficiently Recovering Outsourced Ciphertexts for Autonomous Vehicles.,2015,tcci/2015-19
tcci/SaramagoARC19,Byzantine Collision-Fast Consensus Protocols.,2019,tcci/2019-33
tcci/MughazHG17,Mining and Using Key-Words and Key-Phrases to Identify the Era of an Anonymous Text.,2017,tcci/2017-26
tcci/PonomarevaC14,Revisiting Agent-Based Models of Algorithmic Trading Strategies.,2014,tcci/2014-16
tcci/KhelifaBA18,Evolutionary Harmony Search Algorithm for Sport Scheduling Problem.,2018,tcci/2018-30
tcci/GladyszMR18,The Effect of Brexit on the Balance of Power in the European Union Council Revisited: A Fuzzy Multicriteria Attempt.,2018,tcci/2018-31
tcci/OommenKS16,"Text Classification Using ""Anti""-Bayesian Quantile Statistics-Based Classifiers.",2016,tcci/2016-25
tcci/BriataF17,Free-Riding in Common Facility Sharing.,2017,tcci/2017-27
tcci/SzubaPSW11,On Efficiency of Collective Intelligence Phenomena.,2011,tcci/2011-3
tcci/PietakK13,Agent-Based Framework Facilitating Component-Based Implementation of Distributed Computational Intelligence Systems.,2013,tcci/2013-10
tcci/MianowskaN11,Using Knowledge Integration Techniques for User Profile Adaptation Method in Document Retrieval Systems.,2011,tcci/2011-5
tcci/BuratoC12,The Process of Reaching Agreement in Meaning Negotiation.,2012,tcci/2012-7
tcci/YahyaaDM15,Scalarized and Pareto Knowledge Gradient for Multi-objective Multi-armed Bandits.,2015,tcci/2015-20
tcci/RawatJSR18,Performance Analysis of Different Learning Algorithms of Feed Forward Neural Network Regarding Fetal Abnormality Detection.,2018,tcci/2018-30
